7,line,6,{cyan}王都軍陣営{white}に到着するとルカたちは
7,line,7,ガラム兵と戦うよう指示を受ける
8,title,0,転生者の現実１
8,line,0,{cyan}西の戦場{white}で、衛生兵として働く
8,line,1,チトセと再会するルカたち。
8,line,2,チトセとはソリの合わないイリア。
8,line,3,　
8,line,4,ルカたちは、戦場で転生者と出会い
8,line,5,創世力の手がかりを得ようとするが
8,line,6,前世の因縁からか、味方のはずの
8,line,7,王都兵にすら襲撃される始末
9,title,0,転生者の現実２
9,line,0,戦場での緊張からか我を失うルカ。
9,line,1,しかし、イリアのおかげで
9,line,2,なんとか正気を取り戻す。
9,line,3,そこへ、チトセが現れ、ガラム兵の
9,line,4,撤退を告げる。いったん王都軍の
9,line,5,陣営へ戻ることにするルカたち。
9,line,6,しかし、その{cyan}王都軍陣営{white}から
9,line,7,突然、火の手が上がり、
9,line,8,ルカたちは急いで{cyan}陣営{white}へ戻ることに
10,title,0,ガラムの傭兵たち１
10,line,0,ライフルの傭兵から奇襲を受ける
10,line,1,{cyan}王都軍陣営{white}。その傭兵は、かつて
10,line,2,アスラが倒したラティオの将
10,line,3,死神ヒュプノスが転生した姿
10,line,4,{blue}リカルド{white}だった。
10,line,5,　
10,line,6,リカルドと対峙するルカたち。
10,line,7,そこへ現れる、奇妙な傭兵{blue}ハスタ{white}
11,title,0,ガラムの傭兵たち２
11,line,0,ハスタは、仲間であるはずの
11,line,1,リカルドに対し、意味不明な言動を
11,line,2,取りながら、戦いを挑む。
11,line,3,ルカたちは、リカルドの勧めにより
11,line,4,その場を離れることに。
11,line,5,　
11,line,6,戦場を去ろうとするルカたちの前に
11,line,7,またもチトセが現れる
12,title,0,ガラムの傭兵たち３
12,line,0,ルカに、再会のおまじないだと
12,line,1,口づけを残して去るチトセ。
12,line,2,　
12,line,3,{cyan}西の戦場{white}を離れたルカたちは
12,line,4,創世力を探すため、
12,line,5,{cyan}レグヌム峠{white}を越えて当初の目的地、
12,line,6,{cyan}聖都ナーオス{white}へ向かう
13,title,0,聖都ナーオスにて
13,line,0,{cyan}ナーオス{white}に到着するルカたち
13,line,1,創世力の手がかりを探していると
13,line,2,以前、スパーダの実家に執事として
13,line,3,仕えていた{blue}ハルトマン{white}と出会う。
13,line,4,ハルトマンから王都軍に連行された
13,line,5,{blue}聖女アンジュ{white}の話を聞いた。
13,line,6,ルカたちは南東にある{cyan}憂いの森{white}を
13,line,7,越えた先の、{cyan}ナーオス基地{white}へ向かう
14,title,0,コンウェイ、現る１
14,line,0,{cyan}ナーオス{white}を立つ際、改めてイリア、
14,line,1,スパーダとともに旅を続ける決意を
14,line,2,固めるルカ。
14,line,3,{cyan}憂いの森{white}は手強い敵が多く
14,line,4,ついに攻撃がきかない敵が現れる。
14,line,5,なすすべのないルカたち、
14,line,6,そこに以前、ルカが{cyan}レグヌム{white}で
14,line,7,出会った青年が現れる
15,title,0,コンウェイ、現る２
15,line,0,{blue}コンウェイ{white}と名乗る青年の手助けで
15,line,1,危機を脱するルカたち。
15,line,2,　
15,line,3,すると、ルカたちの前に不思議な
15,line,4,光景が現れる。その不思議な光景に
15,line,5,ついて、なにかコンウェイは知識が
15,line,6,あるようだが、彼は多くを語らない
16,title,0,コンウェイ、現る３
16,line,0,コンウェイはルカたちの旅への
16,line,1,同行を申し出、ルカたちもこれを
16,line,2,受け入れる。
16,line,3,　
16,line,4,コンウェイとともに、南東にある
16,line,5,{cyan}ナーオス基地{white}へと向かう
16,line,6,ルカたちだった
17,title,0,聖女アンジュ１
17,line,0,{cyan}ナーオス基地{white}に到着したルカたち。
17,line,1,聖女アンジュの捜索中、
17,line,2,人が筒状の容器に閉じ込められた
17,line,3,謎の設備を発見する。
17,line,4,そんなルカたちを
17,line,5,人型兵器が突然襲撃する。
17,line,6,それをなんとか退け、その内部から
17,line,7,聖女アンジュを救出するルカたち
18,title,0,聖女アンジュ２
18,line,0,ナーオスの大聖堂を破壊した自責の
18,line,1,念で基地からの脱出に、ためらいを
18,line,2,見せるアンジュだったが、
18,line,3,ルカたちの説得により
18,line,4,行動をともにすることに同意する。
18,line,5,そのとき、ルカたちの記憶が甦り
18,line,6,アンジュの前世が、ラティオの軍師
18,line,7,{blue}オリフィエル{white}だったことが判明する
19,title,0,リカルド、再び１
19,line,0,{cyan}ナーオス基地{white}からの脱出を試みる
19,line,1,ルカたちの前に現れたのは
19,line,2,以前、{cyan}西の戦場{white}で出会った傭兵
19,line,3,リカルドだった。
19,line,4,アンジュを、さらうために現れた
19,line,5,リカルド。しかし、アンジュの
19,line,6,機転により、リカルドも
19,line,7,ルカたちの仲間に加わることとなる
20,title,0,リカルド、再び２
20,line,0,ルカたちは、衰弱したアンジュを
20,line,1,休息させるため、{cyan}ナーオスの{white}
20,line,2,{cyan}ハルトマン宅{white}へ向かう
21,title,0,謎の男ガードル
21,line,0,{cyan}ナーオス基地{white}から脱出する際
21,line,1,謎の男{blue}ガードル{white}が現れ、戦闘になる
21,line,2,　
21,line,3,ガードルを撃退したルカたちは
21,line,4,一路、{cyan}ナーオスのハルトマン宅{white}へ
22,title,0,創世力とは
22,line,0,ルカたちは、ハルトマン宅で
22,line,1,しばしの休息を取ることに。
22,line,2,テノスの貴族{blue}アルベール{white}や創世力に
22,line,3,ついて、情報を交わすルカたち。
22,line,4,アンジュの記憶により、創世力が
22,line,5,世界を滅ぼすことも可能な力と知る
22,line,6,さらなる情報収集のため
22,line,7,{cyan}王都レグヌム{white}へ向かう
23,title,0,王都レグヌムへ
23,line,0,{cyan}レグヌム{white}への道中、{blue}枢密院{white}から
23,line,1,依頼を受けたというハスタから
23,line,2,襲撃を受けるルカたち。
23,line,3,ハスタを撃退するものの、
23,line,4,ひとつの疑問が浮かび上がる。
23,line,5,枢密院は、マティウスと手を組み
23,line,6,創世力を手に入れようとしているの
23,line,7,だろうか？　謎を残したまま
23,line,8,レグヌムへと向かうのだった
24,title,0,転生者を探して
24,line,0,{cyan}レグヌム{white}に着いたルカたち。
24,line,1,情報収集のため、
24,line,2,まだ出会っていない転生者を
24,line,3,探し出そうと提案するイリア。
24,line,4,　
24,line,5,街の中をくまなく散策することに
25,title,0,下水道の少女１
25,line,0,{cyan}レグヌム{white}に到着したルカたちは
25,line,1,{cyan}工業区の下水道を拠点{white}に
25,line,2,転生者の手がかりを探す。
25,line,3,　
25,line,4,住宅区が担当になったルカは
25,line,5,コンウェイとともに捜索を始めるが
25,line,6,意図せず、自宅に立ち寄ってしまい
25,line,7,兵士に発見されてしまう
26,title,0,下水道の少女２
26,line,0,同級生たちの機転で、なんとか
26,line,1,兵士から逃げおおせたルカと
26,line,2,コンウェイ。
26,line,3,　
26,line,4,{cyan}下水道{white}に戻ったルカとコンウェイは
26,line,5,ひとりの少女に出会う
27,title,0,伝説のキノコを求めて
27,line,0,{cyan}下水道{white}に住む孤児の少女
27,line,1,{blue}エルマーナ{white}から
27,line,2,ひとつの提案を受けるルカたち。
27,line,3,　
27,line,4,孤児たちの情報収集と引き替えに
27,line,5,{cyan}下水道の奥にある鍾乳洞{white}で
27,line,6,高価なキノコの採集を手伝って
27,line,7,欲しいと言うのだ
28,title,0,エルマーナの正体１
28,line,0,{cyan}鍾乳洞{white}でのキノコ探しの最中、
28,line,1,祭壇と{blue}記憶の場{white}を発見するルカたち
28,line,2,この{cyan}鍾乳洞{white}は、かつて祭事のために
28,line,3,使われた場所らしい。
28,line,4,記憶の場を使うと、アスラが
28,line,5,天上界を統一した際の記憶が甦る。
28,line,6,なぜか、そばにいたエルマーナにも
28,line,7,その記憶が甦ったらしい
29,title,0,エルマーナの正体２
29,line,0,実は、エルマーナも転生者であり
29,line,1,その前世はアスラの育ての親、
29,line,2,{blue}ヴリトラ{white}だと言う
29,line,3,驚きの中、目的のキノコを手に入れ
29,line,4,ルカたちは{cyan}下水道{white}へ戻るのだった
30,title,0,創世力の番人
30,line,0,無事、キノコを手に入れた帰り道
30,line,1,創世力の番人{blue}ケルベロス{white}を前世に
30,line,2,持つ少年{blue}シアン{white}と出会う。
30,line,3,　
30,line,4,シアンはマティウスの指示で
30,line,5,創世力の在りかを知るはずの
30,line,6,エルマーナを連行しようとするが
30,line,7,ルカたちに撃退され、逃走する
31,title,0,孤児たちの行方
31,line,0,{cyan}下水道{white}へ帰ってくると
31,line,1,エルの育てていた孤児たちが
31,line,2,{blue}商店主{white}に連れ去られてしまう。
31,line,3,　
31,line,4,孤児たちを取り戻すため
31,line,5,街の西側、貴族居住区にある
31,line,6,{cyan}商店主の屋敷{white}へ向かうルカたち　
32,title,0,エルマーナ覚醒１
32,line,0,ルカたちは、商店主の部屋で
32,line,1,さらわれた孤児たちを発見するも
32,line,2,転生者である
32,line,3,{blue}用心棒の親分{white}と戦うことに。
32,line,4,しかし、ルカたちを前に親分との
32,line,5,一騎打ちを宣言するエルマーナ。
32,line,6,エルマーナはヴリトラの力に目覚め
32,line,7,戦いに勝利する
33,title,0,エルマーナ覚醒２
33,line,0,前世でヴリトラの恩を受けたという
33,line,1,用心棒の親分に、孤児たちを託し
33,line,2,ルカたちとの同行を申し出るエル。
33,line,3,　
33,line,4,エルを仲間に加えたルカたちは
33,line,5,記憶の場の情報収集のため
33,line,6,{cyan}聖都ナーオスの大聖堂{white}を目指す
34,title,0,記憶の場を求めて
34,line,0,大聖堂の図書室で、記憶の場の
34,line,1,情報を集めるルカたち
34,line,2,記憶の場がありそうな場所が
34,line,3,{cyan}アシハラ{white}、{cyan}ガラム{white}、{cyan}ガルポス{white}、
34,line,4,そして、{cyan}テノス{white}と判明した。
34,line,5,リカルドが、船の手配をする間
34,line,6,{cyan}ハルトマン宅{white}で待機することに
35,title,0,東の国アシハラへ
35,line,0,軍幹部のオズバルドが、大聖堂に
35,line,1,現れたことをハルトマンから
35,line,2,聞かされたルカたち。
35,line,3,　
35,line,4,ルカたちは、リカルドの手配した
35,line,5,船に乗り、{cyan}アシハラ{white}へ到着する。
35,line,6,さっそく街を見て回ることにした
36,title,0,イリアとのデート？
36,line,0,スパーダの機転でイリアとペアを
36,line,1,組み、記憶の場の情報収集が
36,line,2,できることになったルカ。
36,line,3,　
36,line,4,イリアとふたりきりになり
36,line,5,浮かれるルカだったが、イリアを
36,line,6,怒らせてしまい、結局ひとりで
36,line,7,行動するハメになる
37,title,0,チトセの正体１
37,line,0,ひとりで情報収集を続けるルカは
37,line,1,{cyan}転生者研究所{white}で出会った少女、
37,line,2,チトセと再会する。
37,line,3,そのとき記憶が甦り、チトセが
37,line,4,アスラの部下{blue}サクヤ{white}だったことを
37,line,5,思い出すルカ。
37,line,6,チトセは、そんなルカを教団へ
37,line,7,入信するよう誘う
38,title,0,チトセの正体２
38,line,0,イリアが現れると立ち去るチトセ。
38,line,1,ルカはイリアとともに、みんなとの
38,line,2,待ち合わせ場所である港へ向かう。
38,line,3,　
38,line,4,{cyan}アシハラ{white}に記憶の場があるとすれば
38,line,5,その候補は、王さまの墓だと判明。
38,line,6,ルカたちは、その墓を目指して
38,line,7,{cyan}アシハラの街を出て北{white}へ向かう
39,title,0,アシハラの猛獣退治
39,line,0,{cyan}アシハラ王墓{white}に到着すると門番から
39,line,1,立ち入り許可は、アシハラにいる
39,line,2,ジロチョウにもらうよう言われる
39,line,3,ルカたち。{cyan}アシハラ{white}に戻った
39,line,4,ルカたちは、{blue}ジロチョウ{white}から許可と
39,line,5,引き替えに猛獣退治を頼まれる。
39,line,6,猛獣をすべて退治したルカたちは
39,line,7,さっそく{cyan}王墓{white}へ向かうことに
40,title,0,魔王とマティウス１
40,line,0,{cyan}アシハラ王墓{white}の壁画を見て
40,line,1,{blue}始祖の巨人{white}の存在を知るルカたち。
40,line,2,地上での転生者の存在と天上界の
40,line,3,滅亡についても疑問を持つ。
40,line,4,ルカは、アスラが天上界と地上を
40,line,5,ひとつにしたかったことを思い出す
41,title,0,魔王とマティウス２
41,line,0,創世力で天上界を滅ぼしたという
41,line,1,{blue}魔王{white}とは、一体何者なのか？
41,line,2,創世力を求めるマティウスを
41,line,3,天上界に続き、地上の滅亡も企む
41,line,4,魔王の転生者だと推測するルカたち
42,title,0,ルカの決意１
42,line,0,{cyan}アシハラ王墓{white}を出る際、チトセが
42,line,1,現れる。チトセに対し、イリアを
42,line,2,守ると自らの決意を宣言するルカ。
42,line,3,自分の望みを聞き入れない
42,line,4,ルカに対し、剣を向けるチトセ
42,line,5,チトセは、世界を滅ぼしたのは
42,line,6,イリアの前世イナンナだ、イリアは
42,line,7,ルカたちを裏切ると言い残し、去る
43,title,0,ルカの決意２
43,line,0,ルカたちは次の目的地、{cyan}ガラム{white}へ
43,line,1,向かうため{cyan}アシハラの港{white}を目指す
44,title,0,西の国ガラムへ
44,line,0,船に乗り、{cyan}ガラム{white}へ向かうルカたち
44,line,1,その船上で、
44,line,2,前世イナンナについて悩むイリア。
44,line,3,　
44,line,4,{cyan}ガラム港{white}に到着したルカたちは
44,line,5,{cyan}ガラム{white}へ向かうため、{cyan}ガラム港{white}
44,line,6,{cyan}北東のカリュプス鉱山{white}を目指す
45,title,0,殺人者ハスタ
45,line,0,{cyan}カリュプス鉱山{white}を抜け、{cyan}ガラム{white}に
45,line,1,到着したルカたちは、{cyan}ケルム火山{white}に
45,line,2,記憶の場があると推測する。
45,line,3,{cyan}ケルム火山{white}で門番から、ハスタが
45,line,4,現れたと聞かされるルカたち。
45,line,5,ルカたちは、ハスタを山から
45,line,6,追い出すことを条件に許可をもらい
45,line,7,{cyan}ケルム火山{white}へ向かう
46,title,0,ケルム火山にて１
46,line,0,ハスタと記憶の場を探して
46,line,1,{cyan}ケルム火山{white}を進むルカたち
46,line,2,その道中、スパーダは徐々に
46,line,3,前世デュランダルの記憶を取り戻す
46,line,4,　
46,line,5,ルカたちが、記憶の場のそばに立つ
46,line,6,ハスタを発見すると、ハスタは
46,line,7,記憶の場を発動させてしまう
47,title,0,ケルム火山にて２
47,line,0,甦った記憶により、ハスタが
47,line,1,スパーダの前世デュランダルと
47,line,2,同じく{blue}鍛冶の神バルカン{white}に造られた
47,line,3,{blue}魔槍ゲイボルグ{white}と知るルカたち。
47,line,4,ハスタに勝利はするものの、
47,line,5,ハスタの姑息な罠にかかり
47,line,6,ルカは重傷を負ってしまう
48,title,0,ケルム火山にて３
48,line,0,ルカは夢を見る
48,line,1,それはアスラがケルベロスから
48,line,2,創世力を手に入れたときの
48,line,3,記憶だった。その記憶によると
48,line,4,創世力を使うには条件があるという
48,line,5,　
48,line,6,意識不明の状態から目覚めたルカは
48,line,7,ケガを癒すため{cyan}温泉{white}へ向かう
49,title,0,のぞき疑惑
49,line,0,温泉でケガを癒すルカ
49,line,1,その際、のぞきの疑いをかけられ
49,line,2,イリアに撃たれそうになる。
49,line,3,ルカのケガも回復し、次の目的地
49,line,4,{cyan}ガルポス{white}へ向かおうとするが
49,line,5,{cyan}カリュプス鉱山{white}で落盤事故が発生。
49,line,6,しかし、ルカたちは{cyan}ガルポス{white}行きの
49,line,7,船に乗るべく、{cyan}カリュプス鉱山{white}を
49,line,8,通り、{cyan}ガラム港{white}へ向かうことにする
50,title,0,キュキュ登場１
50,line,0,{cyan}カリュプス鉱山{white}に到着したルカたち
50,line,1,そこは、以前コンウェイと出会った
50,line,2,異界への入り口に姿を変えていた。
50,line,3,　
50,line,4,歩みを進めるも、道は行き止まり。
50,line,5,すると突然、地響きが発生し
50,line,6,未知なる敵とともに、
50,line,7,ひとりの女性が現れる。
50,line,8,その女性と敵を倒すルカたち
51,title,0,キュキュ登場２
51,line,0,コンウェイと同郷だという女性は
51,line,1,{blue}キュキュ{white}と名乗り、
51,line,2,ルカたちとの同行を望む。
51,line,3,　
51,line,4,キュキュを仲間に加え、次の目的地
51,line,5,{cyan}ガルポス{white}行きの船に乗るため
51,line,6,{cyan}ガラム港{white}へ向かう
52,title,0,戦艦ラヴェンデル
52,line,0,{cyan}ガルポス{white}への船に乗ったルカたちは
52,line,1,チトセの乗った戦艦に襲撃を受け、
52,line,2,圧倒的戦力差に捕縛されてしまう。
52,line,3,　
52,line,4,チトセはルカをマティウスの元へ
52,line,5,連行するという。
52,line,6,キュキュのおかげで戦艦の牢から
52,line,7,逃げ出したルカたちは
52,line,8,船を奪うため、{cyan}船底{white}へ向かう
53,title,0,チトセの凶行
53,line,0,戦艦の船底でルカたちの前に現れる
53,line,1,チトセ。チトセは、ルカが自分の
53,line,2,思い通りにならないことを知ると
53,line,3,襲いかかってくるが
53,line,4,ルカたちは、これを撃退する。
53,line,5,　
53,line,6,チトセを倒し、{blue}船{white}を手に入れた
53,line,7,ルカたちは{cyan}南の国ガルポス{white}へ向かう
54,title,0,南の国ガルポスにて
54,line,0,{cyan}ガルポス{white}に到着したルカたち。
54,line,1,記憶の場の手がかりを探していると
54,line,2,{cyan}レグヌムの鍾乳洞{white}に現れたシアンが
54,line,3,{cyan}果樹園{white}を荒らす現場に遭遇する。
54,line,4,　
54,line,5,シアンをこらしめるため
54,line,6,{cyan}北のジャングル{white}へと向かう
55,title,0,ガルポスジャングル１
55,line,0,{cyan}ジャングル{white}の入り口で
55,line,1,遺跡を発見したルカたち。
55,line,2,{cyan}ジャングル{white}に記憶の場があると
55,line,3,推測し、先へと進む。
55,line,4,推測通り、記憶の場を発見すると
55,line,5,アスラとオリフィエルが
55,line,6,{blue}創世力の使い方{white}について語っている
55,line,7,記憶が甦る
56,title,0,ガルポスジャングル２
56,line,0,そこへ、シアンが現れるが
56,line,1,ルカたちは、これを撃退。
56,line,2,またも逃走するシアン。
56,line,3,　
56,line,4,記憶の場探しを終えたルカたちは
56,line,5,次の目的地に向かうため
56,line,6,{cyan}ガルポスの港{white}へ戻ることにする
57,title,0,リカルドの裏切り１
57,line,0,テノスへ向かうため{cyan}ガルポスの港{white}へ
57,line,1,やってきたルカたちは、
57,line,2,突然現れた兵士たちに包囲される。
57,line,3,　
57,line,4,兵士ばかりではなく、リカルドの
57,line,5,銃口までもがルカたちに向けられる
57,line,6,リカルドは、軍に内通していたのだ
58,title,0,リカルドの裏切り２
58,line,0,戸惑うルカたちの前に
58,line,1,マティウスまで現れ、
58,line,2,ルカたちは逃げる術を失ってしまう
58,line,3,　
58,line,4,捕らえられたルカたちは
58,line,5,{cyan}グリゴリの里{white}へと連行されることに
59,title,0,リカルドの裏切り３
59,line,0,{cyan}グリゴリの里{white}へ到着したルカたちは
59,line,1,リカルドを裏切り者と責めるも、
59,line,2,真意を語らないリカルド。
59,line,3,　
59,line,4,自分たちの未来、リカルドの真意、
59,line,5,なにも見えないまま、
59,line,6,ルカたちは里内をまわることに
60,title,0,グリゴリの里にて１
60,line,0,リカルドの用意した食事を取りつつ
60,line,1,夢を語り合うルカたち。しかし、
60,line,2,食事には薬が盛られていたらしく、
60,line,3,眠りに落ちてしまう。
60,line,4,　
60,line,5,目を覚ますと、そこは船の上。
60,line,6,　
60,line,7,{cyan}グリゴリの里{white}から助けてくれたのは
60,line,8,裏切ったはずのリカルドだった
61,title,0,グリゴリの里にて２
61,line,0,リカルドは、兄ガードルの真意を
61,line,1,知るため、彼に従っていたが
61,line,2,かつての兄ではないことを知り、
61,line,3,ルカたちを助けてくれたのだった。
61,line,4,　
61,line,5,リカルドの詫びを受け入れ
61,line,6,再び旅を続けるルカたち。
61,line,7,そして、{cyan}テノス{white}に入国するため
61,line,8,いったん{cyan}マムート{white}へ向かうことに
62,title,0,ガードルの追撃１
62,line,0,{cyan}マムート{white}への船上で
62,line,1,ガードルの追撃を受けるルカたち。
62,line,2,ガードルを撃退するも
62,line,3,さらに人型兵器に乗ったグリゴリの
62,line,4,兵士から襲撃を受ける。
62,line,5,そのグリゴリの兵士は、
62,line,6,力は私欲のために使うべきだと
62,line,7,ガードルをさげすむ
63,title,0,ガードルの追撃２
63,line,0,グリゴリの兵士にも勝利した
63,line,1,ルカたち。
63,line,2,グリゴリの兵士から攻撃を受けた
63,line,3,ガードルの亡骸は、海中へと消えた
63,line,4,　
63,line,5,{cyan}マムート{white}に到着したルカたちは
63,line,6,記憶の場を求めて、
63,line,7,{cyan}北の国テノス{white}を目指すため、
63,line,8,まずは{cyan}レムレース湿原{white}へと向かう
64,title,0,捕らわれの魂１
64,line,0,{cyan}テノス{white}を目指し、{cyan}レムレース湿原{white}を
64,line,1,越えようとするルカたちに
64,line,2,兵士の死体が襲いかかる。
64,line,3,　
64,line,4,ひときわ巨大な死体を倒すと
64,line,5,いくつもの{blue}転生者の魂{white}が
64,line,6,取り込まれていたことがわかる
65,title,0,捕らわれの魂２
65,line,0,アンジュが、祈りを捧げても
65,line,1,救われない転生者の魂たち。
65,line,2,　
65,line,3,本来、転生者が死を迎えれば
65,line,4,その魂は転生するはずなのに
65,line,5,ここでは、地表を漂うばかり。
65,line,6,一体、なにが起こっているのか？
65,line,7,謎を残したまま、湿原を後にした
66,title,0,捕らわれの魂３
66,line,0,湿原を抜けると、想定よりも
66,line,1,北へ前線が移動していた。
66,line,2,リカルドは、町と前線をつなぐ
66,line,3,中継地点があるはずだと言い、
66,line,4,そこで物資の補給が
66,line,5,出来るだろう、と提案をする。
66,line,6,　
66,line,7,補給を視野に入れ、ルカたちは
66,line,8,引き続き、北の{cyan}テノス{white}を目指す
67,title,0,またまたハスタ現る
67,line,0,{cyan}テノス{white}を目指して、{cyan}北の戦場{white}を
67,line,1,抜けようとするルカたちの前に
67,line,2,またもや、ハスタが現れ
67,line,3,襲いかかってくる。
67,line,4,敗北したハスタは、オズバルドとの
67,line,5,用事があると言い残し、去る。
67,line,6,　
67,line,7,{cyan}戦場{white}を抜けたルカたちは
67,line,8,さらに北の{cyan}テノス{white}を目指す
68,title,0,北の国テノスにて
68,line,0,{cyan}テノス{white}に到着し、記憶の場の
68,line,1,手がかりを探していると、
68,line,2,アンジュをさらおうとしていた
68,line,3,テノスの貴族、アルベールが
68,line,4,{cyan}東の遺跡{white}へ軍を動かしたという話を
68,line,5,聞きつける。
68,line,6,　
68,line,7,アルベールの先回りをするため
68,line,8,ルカたちは、{cyan}東の遺跡{white}へ向かう
69,title,0,天空神ヒンメル１
69,line,0,アルベールが軍を動かしたという
69,line,1,{cyan}神待ちの園{white}に到着したルカたち。
69,line,2,　
69,line,3,記憶の場を探すルカたちの前に
69,line,4,兵を連れたアルベールが現れる。
69,line,5,アルベールは、自分も転生者であり
69,line,6,その前世は{blue}天空神ヒンメル{white}だという
70,title,0,天空神ヒンメル２
70,line,0,その話を聞き、アンジュは自ら
70,line,1,アルベールの元へ行ってしまう。
70,line,2,アンジュとともに去るアルベール。
70,line,3,　
70,line,4,ルカたちは、アンジュを
70,line,5,連れ戻すため{cyan}テノス{white}へ戻るのだった
71,title,0,アルベールの真意１
71,line,0,テノス軍の司令部があると思われる
71,line,1,{cyan}兵器工場{white}を目指すルカたち。
71,line,2,{cyan}テノス兵器工場{white}で
71,line,3,アンジュとアルベールを発見。
71,line,4,アルベールの呼びかけにより
71,line,5,{blue}天空城{white}が、その姿を現す。
71,line,6,　
71,line,7,アルベールいわく、
71,line,8,創世力は天空城にあるらしい
72,title,0,アルベールの真意２
72,line,0,ルカたちはアンジュを取り戻すため
72,line,1,アルベールに戦いを挑むが
72,line,2,その前に立ちはだかったのは
72,line,3,当のアンジュ本人だった。
72,line,4,　
72,line,5,ルカたちに敗北したアルベールは
72,line,6,その真意をもらす
73,title,0,アルベールの真意３
73,line,0,アルベールの目的は、自らの命で
73,line,1,創世力を使い、再び地上に
73,line,2,天の恵みをもたらすことだった。
73,line,3,　
73,line,4,そこへ現れる、マティウス。
73,line,5,創世力が天空城にあると知った
73,line,6,マティウスは飛行船を奪い、
73,line,7,天空城を目指す
74,title,0,アルベールの真意４
74,line,0,飛び立つ飛行船の後を追おうにも、
74,line,1,ルカたちには手段がない。
74,line,2,　
74,line,3,そんなときアルベールが
74,line,4,飛行船の手配を申し出る。
74,line,5,ルカたちはそれを受け入れ
74,line,6,{cyan}アルベールの用意した飛行船{white}へ
74,line,7,乗り込むのだった
75,title,0,マティウスを追って
75,line,0,アルベールの用意した飛行船に乗り
75,line,1,マティウスを追うルカたち。
75,line,2,後部ハッチへ強引に突っ込み、
75,line,3,マティウスの船に乗り込む。
75,line,4,艦橋でマティウスと対峙するが、
75,line,5,マティウスは魔物を召喚し姿を消す。
75,line,6,　
75,line,7,ルカたちは魔物を倒すと自分たちの
75,line,8,船に戻り、{cyan}天空城{white}を目指す
76,title,0,天空城１
76,line,0,{cyan}天空城{white}に到着したルカたちは
76,line,1,姿を消したマティウスを追った。
76,line,2,　
76,line,3,マティウス捜索の最中、
76,line,4,{blue}アスラとイナンナがデュランダルで{white}
76,line,5,{blue}刺し違えている遺体{white}を発見する。
