"#","Japanese","English"
"69","((6038,), '一番大きいのはどれ？')","Which One Is Best?"
"70","((6058,), 'リカルドのハンバーグ')","Ricardo’s Hamburger"
"71","((6021,), 'ご機嫌なイリア')","Cheery Illia"
"72","((6057,), 'スキあり')","Wide Open!"
"73","((6047,), 'お好み焼きと不吉な…')","Okonomiyaki and Bad Luck..."
"74","((6008,), '仁義なき争奪戦')","Struggle for Supremacy"
"75","((6059,), 'チキンの丸焼きを食す')","A Taste of Whole Roast Chicken"
"76","((6060,), '続チキンの丸焼きを食す')","Another Taste of Whole Roast Chicken"
"77","((6043,), 'ヘルシー？')","Healthy?"
"78","((6048,), '生臭い')","Smells Fishy"
"79","((6041,), '男のプライド')","A Man’s Pride"
"80","((6052,), 'これはなに？')","What Is This?"
"81","((6046,), 'プリンアラモード？')","Pudding a la Mode"
"82","((6053,), '似合わない姿')","Unsuitable Appearance"
"83","((6056,), 'チョコバナナ天を食す')","A Taste of Deep Fried Chocolate Banana"
"84","((6028,), 'ホットチョコレートの魔力')","The Magical Power of Hot Chocolate"
"85","((6036,), '繊細な味')","Delicate Flavor"
"86","((6039,), '嫌いなものはないの？')","There’s Nothing You Dislike?"
"87","((6025,), '絞りカスは')","Squeezed Pulps"
"88","((6045,), 'タマネギにご注意')","Beware of Onions"
"89","((6022,), '作るのは得意でも')","Even If You’re Good at It"
"90","((6023,), '全力拒否')","Refuse with All Your Might"
"91","((6024,), '幸せ野菜ジュース')","Happy Vegetable Juice"
"92","((6034,), 'おかわりするアンジュ')","Another Helping, Ange!"
"93","((6067,), '見た目で楽しむ')","Food Art"
"94","((6061,), 'チーズスープを食す')","A Taste of Cheese Soup"
"95","((2000,), '異能者捕縛適応法について')","About the Deviant Reformation Act"
"96","((2100,), '大主天について')","About the Great Cielan"
"97","((2101,), '教団って？')","And the Church Is?"
"98","((2001,), '研究所って？')","A Research Lab?"
"99","((2030,), 'ミュース族について')","About the Muse Clan"
"100","((2002,), 'ガラムとの戦況')","The War against Garam"
"101","((2004,), 'ベルフォルマ家')","The Belforma Family"
"102","((2003,), '「無恵」について')","About ""The Fracture"""
"103","((2005,), 'ミルダ家とベルフォルマ家')","The Milda and Belformas"
"104","((2102,), '基地の場所')","The Base"
"105","((2103,), '時空のゆがみについて')","About the Space-Time Distortion"
"106","((2006,), '蒸気機関について')","About Steam Engines"
"107","((2104,), 'コンウェイの興味')","Kongwei’s Interest"
"108","((2105,), 'ナーオスの立場')","Naohs’ Position"
"109","((2106,), 'コンウェイとの出会い')","How I Met Kongwei"
"110","((2009,), '王都の情勢')","The Royal Capital’s Circumstances"
"111","((2010,), 'レグヌムについて')","About Regnum"
"112","((2007,), '枢密院について')","About the Privy Council"
"113","((2008,), '教団について')","About the Church"
"114","((2026,), '銃社会について')","About Gun Laws"
"115","((2011,), 'アンジュの講義')","Ange’s Lecture"
"116","((2107,), 'スパーダの記憶')","Spada’s Memories"
"117","((2108,), '無口なコンウェイ')","Taciturn Kongwei"
"118","((2109,), 'ひとつやふたつ')","Just One or Two..."
"119","((2012,), 'ナーオスについて')","About Naohs"
"120","((2013,), '南西部開発について')","About the South-West"
"121","((2014,), 'アシハラって？')","Ashihara is...?"
"122","((2029,), '魔物について')","About Evil Spirits"
"123","((2110,), 'ガラム港と鉱山について')","About Garam Harbor and the Mines"
"124","((2015,), 'ガラムについて')","About Garam"
"125","((2016,), '火山について')","About the Volcano"
"126","((2111,), 'リカルドと仲悪い？')","A Bad Relationship with Ricardo?"
"127","((2112,), 'ヘソがピリピリ')","My Bellybutton Is Tingling"
"128","((2115,), 'キュキュの力')","QQ’s Power"
"129","((2114,), '「ヘンな」の意味')","Meaning of ""Weird"""
"130","((2113,), 'ゲートについて')","About the Gate"
"131","((2138,), '自称考古学者(訳)')","Self-Proclaimed Archaeologist (Translated)"
"132","((2136,), '自称考古学者')","Self-Proclaimed Archaeologist"
"133","((2131,), 'キュキュの正体')","QQ’s True Nature"
"134","((2116,), 'キュキュの興味')","QQ’s Curiosity"
"135","((2117,), '戦艦とキュキュ')","QQ and the Battleship"
"136","((2137,), 'それって泥棒？')","Isn’t That a Thief?"
"137","((2017,), 'ガルポスについて')","About Galpos"
"138","((2118,), 'イリアの頭痛')","Illia’s Headaches"
"139","((2119,), '幸せの体')","The Body of Happiness"
"140","((2120,), 'アンジュの主義')","Ange’s Principle"
"141","((2018,), '地域の信仰について')","About Galpos’ Religion"
"142","((2132,), 'コンウェイの知識')","Kongwei’s Knowledge"
"143","((2019,), 'グリゴリとガードル')","The Grigori and Gardle"
"144","((2020,), 'この先について')","About What’s Up Ahead"
"145","((2121,), 'イリアの本気度')","Illia’s Commitment"
"146","((2022,), 'レムレース湿原について')","About Lemures Marsh"
"147","((2122,), 'センサスとラティオ')","Sensus and Ratio"
"148","((2021,), '戦況について')","About the Battlefield"
"149","((2123,), 'アスラの親不孝')","Asura’s Disobedience"
"150","((2133,), 'コンウェイは敵です')","Kongwei Is the Enemy"
"151","((2023,), 'テノスについて')","About Tenos"
"152","((2124,), 'アンジュ食いしん坊')","Ange the Glutton"
"153","((2125,), 'アルベールの目的は？')","What Is Albert Planning?"
"154","((2127,), '南育ち')","Southborn"
"155","((2126,), '大喜びのキュキュ')","A Really Happy QQ"
"156","((2024,), '天空城について')","About Ciela Castello"
"157","((2027,), '飛行船について')","About the Airship"
"158","((2128,), 'イリアの頭痛の種')","The Source of Illia’s Headaches"
"159","((2129,), '動く石像')","Moving Statues"
"160","((2130,), 'サニア村でのイリア')","Sania Village’s Illia"
"161","((2028,), '戦争について')","About the War"
"162","((2025,), '黎明の塔について')","About the Tower of Dawn"
"163","((2134,), '魂の救済')","The Soul’s Salvation"
"164","((2135,), '予定外の行動')","Unplanned Actions"
"165","((3000,), 'アスラの剣技')","Asura’s Swordsmanship"
"166","((3001,), '成果を問う')","An Inquiry about the Outcome"
"167","((3002,), 'ヴリトラの孤独')","Solitary Vritra"
"168","((3003,), 'バルカンについて')","About Vulcan"
"169","((3004,), 'なぜ天空城は残っているの？')","Why Did Ciela Castello Remain?"
"170","((3005,), '巨人の願い')","The Giant’s Wish"
"171","((3006,), '天上界について')","About Cielo"
"172","((3009,), '信仰を集めてどうするの？')","What Happens to the Faith They Collected?"
"173","((3007,), '魂の管理者「死神」')","The Reaper: Warden of Souls"
"174","((3008,), '神の誕生')","The Birth of a God"
"175","((3010,), '地上人はどう見られてたの？')","How Were Terrans Viewed As?"
"176","((3011,), '堕天')","Fallen from Cielo"
"177","((3012,), 'なぜ創世力を守っていたの？')","Why Were You Protecting the Genesis?"
"178","((3013,), 'ラティオとセンサスの違い')","The Difference between Ratio and Sensus"
"179","((3014,), '魔王')","Demon King"
"180","((3015,), 'アスラの育ての親')","Asura’s Foster Parents"
"181","((3016,), 'サクヤとの関係')","Relationship with Sakuya"
"182","((3017,), 'アスラとオリフィエルの同盟')","Asura’s and Orifiel’s Alliance"
"183","((3018,), 'イナンナとイリア')","Inanna and Illia"
"184","((3019,), 'デュランダル出陣')","Durandal’s Departure"
"185","((3020,), 'デュランダルとゲイボルグ')","Durandal and Gaebolg"
"186","((3021,), 'デュランダルの作り手')","Durandal’s Creator"
"187","((3022,), 'デュランダルの裏切り')","Durandal’s Betrayal"
"188","((3023,), 'オリフィエルの使命')","Orifiel’s Obligation"
"189","((3024,), 'オリフィエルの迷い')","Orifiel’s Hesitation"
"190","((3025,), 'オリフィエルの戦術')","Orifiel’s Fighting Style"
"191","((3026,), 'オリフィエルの願い')","Orifiel’s Wish"
"192","((3027,), 'オリフィエルとケルベロス')","Orifiel and Cerberus"
"193","((3028,), 'ヒュプノスの仕事')","Hypnos’ Job"
"194","((3029,), 'ヒュプノスと兄')","Hypnos and his Brother"
"195","((3030,), 'ヒュプノスの願い')","Hypnos’ Wish"
"196","((3031,), 'ヴリトラ誕生')","Vritra’s Origin"
"197","((3032,), 'ヴリトラの苦悩')","Vritra’s Distress"
"198","((3033,), 'ヴリトラの子離れ')","Vritra’s Motherly Love"
"199","((3034,), 'ヴリトラとアスラ')","Vritra and Asura"
"200","((3035,), 'ヴリトラ転生')","Vritra’s Reincarnation"
"201","((3036,), 'ヒンメルって？')","Himmel Is?"
"202","((3037,), 'ヒンメルは天上の光')","Himmel, Cielo’s Light"
"203","((3038,), 'ヒンメルの心')","Himmel’s Heart"
"204","((3039,), 'ヒンメルの決断')","Himmel’s Determination"
"205","((3040,), 'オリフィエルのお仕置き')","Orifiel’s Scolding"
"206","((3041,), 'ケルベロスの孤独')","Cerberus’ Solitude"
"207","((3042,), 'ケルベロスの記憶')","Cerberus’ Memory"
"208","((3043,), 'ケルベロスとヴリトラ')","Cerberus and Vritra"
"209","((3044,), 'コーダの前世？')","Coda’s Past Life?"
"210","((3045,), 'シアンとマティウス')","Sian and Matthues"
"211","((3046,), '神待ちの園について')","About the Celestial Garden"
"212","((3100,), 'アスラへの敬愛')","Asura’s Love and Affection"
"213","((3101,), 'サクヤとイナンナ')","Sakuya and Inanna"
"214","((1250,), 'ハァ…')","*Sigh*"
"215","((1001,), 'さっきの人')","That Person Earlier"
"216","((1002,), 'いざとなったら')","In Case of Emergencies"
"217","((1003,), '足りるかな？')","Is this Enough?"
"218","((1251,), 'ニミっち')","Nimmy"
"219","((1252,), 'これ、何？')","What’s this?"
"220","((1004,), 'マスタードサービス１')","Mustard Service 1"
"221","((1005,), 'マスタードサービス２')","Mustard Service 2"
"222","((1253,), '異能者の噂')","The Rumoured Deviant"
"223","((1254,), 'お互いの呼び方')","The Way We Address Each Other"
"224","((1255,), 'グリゴリって変だよね？')","Grigoris Are Weird, Right?"
"225","((1006,), 'コーダの心配事')","Coda’s Worries"
"226","((1256,), '同士！')","Comrade!"
"227","((1257,), '不穏な空気')","A Disturbing Atmosphere"
"228","((1258,), 'いい雰囲気じゃん？')","Now Ain’t That a Nice Atmosphere?"
"229","((1259,), '戦争怖い…')","War Is Scary"
"230","((1260,), '指揮官、怖い…')","The Commander’s Scary"
"231","((1261,), '戦場の恐怖')","The Terror of the Battlefield"
"232","((1262,), 'マッタリと見物')","A Savory Spectacle"
"233","((1263,), 'チトセって')","Chitose"
"234","((1264,), '説得上手')","Persuasiveness"
"235","((1265,), 'スパーダの笑い方')","Spada’s Laughter"
"236","((1266,), '火事？')","A Fire?"
"237","((1268,), '前世で敵だったのに…')","Even When We Were Enemies in the Past..."
"238","((1269,), 'ずいぶん嬉しそうだな')","You Sure Are Happy"
"239","((1270,), 'チトセもくればよかったのに')","It Sure Would Be Nice if Chitose Came Along"
"240","((1271,), '帰りたい')","I Want to Go Home"
"241","((1272,), '元気ないルカ')","Dejected Ruca"
"242","((1273,), 'ナーオスに来て')","Arrival at Naohs"
"243","((1274,), 'こう見えて村長の娘')","A Village Chief’s Daughter"
"244","((1275,), '五箇条の解説')","The Five Pillars of Chivalry"
"245","((1276,), 'ルカ、根性見せる')","Show Your Guts, Ruca"
"246","((1277,), 'やっぱスパーダって…')","Spada Really Is..."
"247","((1278,), '聖女ってどんな人？')","What Kind of Person Is the Holy Maiden?"
"248","((1279,), '許せない')","Unforgivable"
"249","((1007,), 'シリンダーの中の転生者')","The Reincarnators Within the Cylinders"
"250","((1008,), 'スパーダＶＳロボット')","Spada vs Robot"
"251","((1280,), '逃走中だってば！')","On the Run"
"252","((1281,), 'アレってなんだったの？')","What Was That Just Now?"
"253","((1282,), 'ガラム兵のおかげ')","Thank Garam"
"254","((1283,), '高価なアクセサリー')","An Expensive Accessory"
"255","((1284,), '心の準備')","Mental Preparedness"
"256","((1285,), 'リカルド自己紹介')","Ricardo’s Self-introduction"
"257","((1286,), '契約違反じゃないの？')","Isn’t It a Breach of Contract?"
"258","((1287,), 'リカルドについて')","About Ricardo"
"259","((1267,), '役目は果たせたのか？')","Did You Manage to Accomplish Your Job?"
"260","((1288,), '顔色悪ッ！')","You Look Pale!"
"261","((1289,), '頭痛イリア')","Headache-y Illia"
"262","((1290,), '見直したぜ、ルカ')","You’ve Improved, Ruca"
"263","((1291,), 'イリアって')","Illia"
"264","((1292,), 'レグヌム美食巡り')","Regnum Delicacies"
"265","((1009,), '工業区とルカ')","Ruca and the Industrial District"
"266","((1293,), 'コンウェイの望み')","Kongwei’s Wish"
"267","((1294,), 'あのコ、一体誰？')","Who’s That Kid?"
"268","((1295,), 'ちゃんと自己紹介')","Proper Introductions"
"269","((1296,), 'ほんでこのネズミ、何なん？')","So, What’s This Rat, Really?"
"270","((1010,), '水滴')","A Drop of Water"
"271","((1297,), 'どんな味？')","What Does It Taste Like?"
"272","((1298,), 'キノコっていくら？')","How Much Was the Mushroom?"
"273","((1299,), 'エルマーナのパワー')","Hermana’s Power"
"274","((1300,), '抱っこの感触')","The Feeling of Being Hugged"
"275","((1011,), 'この先大丈夫？')","Will It Be Alright to Continue Onward?"
"276","((1301,), '秘密の地下室')","The Secret Basement"
"277","((1303,), '技術への関心')","Technological Interests"
"278","((1304,), '爆睡の理由')","Justifying a Power Nap"
"279","((1305,), '何食えたんやろ…')","I Wonder What We’re Eating..."
"280","((1306,), 'オズバルドって？１')","Oswald Is...? (1)"
"281","((1307,), '船旅')","Voyage"
"282","((1308,), 'アシハラ名物とは？')","What’s Ashihara’s Specialty?"
"283","((1309,), 'イリアと二人っきり…')","Alone with Illia..."
"284","((1310,), 'どうしよう…')","What Do I Do..."
"285","((1311,), '気まずい…')","How Awkward..."
"286","((1312,), 'あのルカに限って！')","Lock That Ruca Up!"
"287","((1313,), 'ホントのところは？')","What Happened, Exactly?"
"288","((1314,), 'ヘンな口調だったけど…？')","A Weird Way of Talking...?"
"289","((1315,), '契約内とはいえ')","The Contract’s Contents"
"290","((1316,), 'チトセ過敏')","Oversensitivity Regarding Chitose"
"291","((1317,), '庶民派国王')","King of Common People"
"292","((1318,), '泳ぐの苦手？')","Weak at Swimming?"
"293","((1319,), '頭痛イリア、再び')","Another Headache"
"294","((1320,), 'イリアが裏切る？')","Illia Will Betray Us?"
"295","((1321,), '男発言ッ')","A Manly Statement"
"296","((1377,), 'チトセについて')","About Chitose"
"297","((1322,), '旅の喜びとは')","The Delights of Traveling"
"298","((1013,), '掃除中')","Currently Cleaning"
"299","((1323,), 'ハスタってどんなヤツ？')","What Kind of Person Is Hasta?"
"300","((1324,), 'リカルドＶＳハスタ')","Ricardo vs Hasta"
"301","((1325,), '強いように見えない')","Doesn’t Look Strong"
"302","((1014,), '天然窯')","Natural Stove"
"303","((1326,), 'なんだかスパーダが変？')","Isn’t Spada Kind of Acting Strange?"
"304","((1327,), 'ダイエットを決意する')","Determined to Diet"
"305","((1328,), '思ったんだけど…')","I’ve Been Thinking..."
"306","((1329,), 'やっぱりスパーダが変')","Spada’s Really Acting Strange"
"307","((1330,), '冷淡リカルド')","Heartless Ricardo"
"308","((1331,), 'おこりんぼイリア')","Temperamental Illia"
"309","((1332,), 'ゆっくり旅情')","Light Travels"
"310","((1017,), 'パスタなヤツ')","That Pasta Fellow"
"311","((1015,), '食えないヤツ')","Someone Who Doesn’t Eat"
"312","((1016,), 'キュキュの技')","QQ’s Skill"
"313","((1379,), '秘密のお楽しみ')","Esoteric Enjoyments"
"314","((1334,), '暑い…')","Hot..."
"315","((1375,), '着替えたい')","A Change of Clothes"
"316","((1333,), 'アンジュの悩み')","Ange’s Worries"
"317","((1018,), '犬男のしわざ')","Dog Boy’s Deed"
"318","((1019,), 'まだら模様のキノコ')","Mottled Mushroom"
"319","((1335,), 'ヘンなじいさんだったな')","What a Weird Gramps"
"320","((1336,), '犬男→シアン')","Dog Boy -> Sian"
"321","((1020,), '理想の自分')","The Ideal Self"
"322","((1337,), 'ウチ、エラいん？')","Was I Good?"
"323","((1338,), '悲しき転生者')","Wretched Reincarnator"
"324","((1339,), 'アレがマティウスか…')","So that was Mattheus..."
"325","((1340,), 'リカルド…あの野郎！')","Ricardo, You Bastard!"
"326","((1341,), 'リカルド…どうしたんだろう…')","Why did Ricardo...?"
"327","((1342,), '幽閉なんて勘弁！')","Gimme a Break from Imprisonment!"
"328","((1343,), 'リカルドを慰めてみる')","Comforting Ricardo"
"329","((1378,), 'オズバルドって？２')","Oswald is...? (2)"
"330","((1344,), 'マムート訛り')","The Marmut Accent"
"331","((1346,), '動く死体')","Moving Corpses"
"332","((1022,), '死体に噛まれると…')","When Corpses Bite..."
"333","((1347,), 'ぶつぶつぶつ')","*Grumble*"
"334","((1348,), 'アンジュ、考えごと')","Ange’s Thoughts"
"335","((1349,), 'たまに死神っぽい')","Kind of Like a Reaper"
"336","((1023,), 'キュキュと戦争１')","QQ and War (1)"
"337","((1024,), 'キュキュと戦争２')","QQ and War (2)"
"338","((1345,), 'エル、疲れてるの？')","Are you Tired, Hermie?"
"339","((1350,), '戦場の危険について')","The Dangers of the Battlefield"
"340","((1351,), 'またまたイリアが変…')","Illia’s Acting Strange Again..."
"341","((1352,), '戦場のリカルド')","Ricardo of the Battlefield"
"342","((1353,), 'またアイツか…')","Him Again..."
"343","((1354,), '寒っ！')","Cold!"
"344","((1355,), 'アルベールって？')","Albert is...?"
"345","((1356,), '食べすぎ…かな？')","Maybe I Eat Too Much?"
"346","((1357,), 'ほかの格言は？')","Do You Have Any More Proverbs?"
"347","((1030,), 'きな臭い')","Smells Fishy"
"348","((1358,), '遺跡探検')","Ruins Expedition"
"349","((1376,), '寒すぎッ')","Too Cold"
"350","((1025,), 'あたためて')","Warm Me Up"
"351","((1026,), '滑って転んで１')","Slippery and Slidey (1)"
"352","((1027,), '滑って転んで２')","Slippery and Slidey (2)"
"353","((1028,), '滑って転んで３')","Slippery and Slidey (3)"
"354","((1359,), 'アンジュの様子が変？')","Isn’t Ange Acting a Bit Strange?"
"355","((1360,), 'アンジュったら！')","Sheesh, Ange!"
"356","((1361,), 'アルベールのヤツ…')","That Albert..."
"357","((1362,), '真意を確かめよう')","Let’s Find Out His Real Intentions"
"358","((1363,), 'アルベールってどう？')","What Do You Think of Albert?"
"359","((1364,), '緊張した…')","Nervousness..."
"360","((1029,), '突風注意')","Warning for Sudden Winds"
"361","((1365,), 'ボクを無視するな！')","Don’t Ignore Me!"
"362","((1384,), '戻って来てくれてよかった(訳)')","I’m Glad You’re Back (Translated)"
"363","((1366,), '戻って来てくれてよかった')","I’m Glad You’re Back"
"364","((1367,), '抱っこしてみる？')","Want to Try Hugging?"
"365","((1368,), '王都軍の動向')","The Imperial Army’s Attitude"
"366","((1369,), 'ウンザリ…')","I’m Sick of this..."
"367","((1370,), '鼻息荒いイリア')","Excited Illia"
"368","((1382,), 'シアンの様子')","Sian’s Situation"
"369","((1383,), 'ケルとベロ危機一髪')","Cer’s and Berus’ Close Call"
"370","((1371,), '気が引けるなぁ…')","It Feels Uncomfortable..."
"371","((1372,), 'ハスタについて')","About Hasta"
"372","((1373,), 'またリカルドを慰めてみる')","Comforting Ricardo Once Again"
"373","((1031,), 'リカルドの決意')","Ricardo’s Resolution"
"374","((1374,), '残るはマティウス！')","All that’s Left is Mattheus!"
"375","((4000,), '僕とイリア１')","Illia and I (1)"
"376","((4001,), '僕とイリア２')","Illia and I (2)"
"377","((4002,), '僕とイリア３')","Illia and I (3)"
"378","((4003,), '僕とイリア４')","Illia and I (4)"
"379","((4004,), '僕とイリア５')","Illia and I (5)"
"380","((4005,), '僕とイリア６')","Illia and I (6)"
"381","((4006,), '僕とイリア７')","Illia and I (7)"
"382","((4007,), '僕とイリア８')","Illia and I (8)"
"383","((4008,), '僕とイリア９')","Illia and I (9)"
"384","((4009,), '僕とイリア１０')","Illia and I (10)"
"385","((4010,), '僕とスパーダ１')","Spada and I (1)"
"386","((4011,), '僕とスパーダ２')","Spada and I (2)"
"387","((4012,), '僕とスパーダ３')","Spada and I (3)"
"388","((4013,), '僕とスパーダ４')","Spada and I (4)"
"389","((4014,), '僕とスパーダ５')","Spada and I (5)"
"390","((4015,), '僕とスパーダ６')","Spada and I (6)"
"391","((4016,), '僕とスパーダ７')","Spada and I (7)"
"392","((4017,), '僕とスパーダ８')","Spada and I (8)"
"393","((4018,), '僕とスパーダ９')","Spada and I (9)"
"394","((4019,), '僕とスパーダ１０')","Spada and I (10)"
"395","((4020,), '僕とアンジュ１')","Ange and I (1)"
"396","((4021,), '僕とアンジュ２')","Ange and I (2)"
"397","((4022,), '僕とアンジュ３')","Ange and I (3)"
"398","((4023,), '僕とアンジュ４')","Ange and I (4)"
"399","((4024,), '僕とアンジュ５')","Ange and I (5)"
"400","((4025,), '僕とアンジュ６')","Ange and I (6)"
"401","((4026,), '僕とアンジュ７')","Ange and I (7)"
"402","((4027,), '僕とアンジュ８')","Ange and I (8)"
"403","((4028,), '僕とアンジュ９')","Ange and I (9)"
"404","((4029,), '僕とアンジュ１０')","Ange and I (10)"
"405","((4030,), '僕とリカルド１')","Ricardo and I (1)"
"406","((4031,), '僕とリカルド２')","Ricardo and I (2)"
"407","((4032,), '僕とリカルド３')","Ricardo and I (3)"
"408","((4033,), '僕とリカルド４')","Ricardo and I (4)"
"409","((4034,), '僕とリカルド５')","Ricardo and I (5)"
"410","((4035,), '僕とリカルド６')","Ricardo and I (6)"
"411","((4036,), '僕とリカルド７')","Ricardo and I (7)"
"412","((4037,), '僕とリカルド８')","Ricardo and I (8)"
"413","((4038,), '僕とリカルド９')","Ricardo and I (9)"
"414","((4039,), '僕とリカルド１０')","Ricardo and I (10)"
"415","((4040,), '僕とエルマーナ１')","Hermana and I (1)"
"416","((4041,), '僕とエルマーナ２')","Hermana and I (2)"
"417","((4042,), '僕とエルマーナ３')","Hermana and I (3)"
"418","((4043,), '僕とエルマーナ４')","Hermana and I (4)"
"419","((4044,), '僕とエルマーナ５')","Hermana and I (5)"
"420","((4045,), '僕とエルマーナ６')","Hermana and I (6)"
"421","((4046,), '僕とエルマーナ７')","Hermana and I (7)"
"422","((4047,), '僕とエルマーナ８')","Hermana and I (8)"
"423","((4048,), '僕とエルマーナ９')","Hermana and I (9)"
"424","((4049,), '僕とエルマーナ１０')","Hermana and I (10)"
"425","((4200,), '僕とコンウェイ１')","Kongwei and I (1)"
"426","((4201,), '僕とコンウェイ２')","Kongwei and I (2)"
"427","((4202,), '僕とコンウェイ３')","Kongwei and I (3)"
"428","((4203,), '僕とコンウェイ４')","Kongwei and I (4)"
"429","((4204,), '僕とコンウェイ５')","Kongwei and I (5)"
"430","((4205,), '僕とコンウェイ６')","Kongwei and I (6)"
"431","((4206,), '僕とコンウェイ７')","Kongwei and I (7)"
"432","((4207,), '僕とコンウェイ８')","Kongwei and I (8)"
"433","((4208,), '僕とコンウェイ９')","Kongwei and I (9)"
"434","((4209,), '僕とコンウェイ１０')","Kongwei and I (10)"
"435","((4210,), '僕とキュキュ１')","QQ and I (1)"
"436","((4211,), '僕とキュキュ２')","QQ and I (2)"
"437","((4212,), '僕とキュキュ３')","QQ and I (3)"
"438","((4213,), '僕とキュキュ４')","QQ and I (4)"
"439","((4214,), '僕とキュキュ５')","QQ and I (5)"
"440","((4215,), '僕とキュキュ６')","QQ and I (6)"
"441","((4216,), '僕とキュキュ７')","QQ and I (7)"
"442","((4217,), '僕とキュキュ８')","QQ and I (8)"
"443","((4218,), '僕とキュキュ９')","QQ and I (9)"
"444","((4219,), '僕とキュキュ１０')","QQ and I (10)"
"445","((4050,), 'イリアとスパーダ１')","Illia and Spada (1)"
